System*,Property Name,Property Address 1,Property City,Property State*,Property Zip,Units Count,Service Status*,Contract Status*,Property Type*,Risk Status*,Expiration Date,Effective Date,House Misc Code,Sales Stage *,Assigned AE *,In Stage Date,MDU Complex ID,Opportunity Type *,Opportunity Comments,No Sale Outcome *,No Sale Reason *
Chicago City,2216 - 2224 W. Lawrence Avenue / 4801 - 4813 N. Bell Avenue,2216 - 2224 W. Lawrence Avenue / 4801 - 4813 N. Bell Avenue,Chicago,IL,60625,41,Retail,,Apartment,No Contract,,,896B,Contract Document Review,"Butler, David",5/19/2015,426057,Renewal,,,
Chicago City,222 E. 109th Street Apartments,222 E. 109th Street,Chicago,IL,60628,18,Retail,,Apartment,No Contract,,,,Contract Document Review,"Butler, David",6/19/2015,434819,Renewal,,,
Chicago City,222 E. Chestnut Condominiums,222 E. Chestnut Street,Chicago,IL,60611,45,Not Serviced,,Condominium,Not Serviced,,,,Negotiating,"Cesario, James",6/10/2015,435939,Win Back,,,
Chicago City,222 S. Racine,222 S. Racine,Chicago,IL,60607,96,Retail,Expired,Apartment,Expired,1/16/2000,12/16/1999,5142,Unassigned,,3/4/2014,74442,Renewal,,,
Chicago City,2220 - 2222 W. 33rd Street Apartments,2220 - 2222 W. 33rd Street,Chicago,IL,60616,14,Retail,Active,Apartment,Auto-Renewed,5/12/2016,5/12/2015,,,,,10887,,,,
Chicago City,2222 - 2224 W. Ohio Apartments,2222 - 2224 W. Ohio Street,Chicago,IL,60612,4,Retail,Active,Apartment,>24,9/29/2026,9/29/2011,257F,Completed,"Butler, David",9/29/2011,407336,Renewal,,,
Chicago City,2225 E. 87th Street Apartments,2225 E. 87th Street,Chicago,IL,60617,10,Retail,Active,Apartment,>24,12/31/2022,12/31/2012,789H,Completed,"Butler, David",12/20/2012,421019,Renewal,,,
Chicago City,2225 N. Halsted Condominiums,2225 N. Halsted Street,Chicago,IL,60614,24,Bulk,Active,Condominium,>24,5/1/2018,5/1/2013,680Q,Completed,"Cesario, James",6/7/2013,15380,Renewal,,,
Chicago City,2225-37 W MADISON STREET,2225- 37 W MADISON STREET,CHICAGO,IL,60612,18,Retail,,Town Homes,No Contract,,,874D,,,,214510,,,,
Chicago City,223 East Delaware Place Condominiums,223 East Delaware Place,Chicago,IL,60611,11,Bulk,Active,Condominium,Auto-Renewed,3/15/2016,3/15/2015,679E,,,,9892,,,,
Chicago City,2230 N. Lincoln Apartments,2230 N. Lincoln,Chicago,IL,60614,20,Not Serviced,,Apartment,Not Serviced,,,B580,,,,10360,,,,
Chicago City,2232 Farwell Apartments,2232-48 W. Farwell Avenue,Chicago,IL,60645,44,Retail,Active,Apartment,Auto-Renewed,2/1/2017,2/1/2015,476C,Assigned,"Klay, Jim",9/27/2015,73007,Renewal,,,
Chicago City,2233-39 N. St Louis,2233-39 N. St Louis,Chicago,IL,60647,13,Retail,Expired,Apartment,Expired,9/17/1999,8/17/1999,345,,,,74259,,,,
Chicago City,2235 E. 71st Street Apartments,2235 - 2245 E. 71st Street,Chicago,IL,60649,30,Not Serviced,,Apartment,Not Serviced,,,559P,No Sale,"Cesario, James",5/20/2013,406851,Renewal,ER TICKET #011349241,"Service, No New Agreement",Other...
Chicago City,2237-2241 N. Bissell Street Apartments,2237-2241 N. Bissell Street,Chicago,IL,60614,31,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,577G,Completed,"Butler, David",6/22/2012,416865,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2238-40 N. Lincoln Apartments,2238-40 N. Lincoln,Chicago,IL,60614,12,Retail,Active,Apartment,Auto-Renewed,10/2/2016,10/2/2015,,,,,9352,,,,
Chicago City,2239 - 2249 W. Farwell Avenue Condominiums (Hunter Properties Portfolio),2239 - 2249 W. Farwell Avenue,Chicago,IL,60645,42,Retail,Active,Condominium,Auto-Renewed,3/31/2017,3/31/2012,940H,Contact Made,"Metzer, Joshua",4/17/2015,409185,Renewal,Part of Hunter Properties Portfolio - still negotiating requested language changes.,"Service, No New Agreement",Contract Language
Chicago City,2241 E. 71st Street Apartments,2241 E. 71st Street,Chicago,IL,60649,30,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"Cesario, James",5/20/2013,419883,Renewal,,"Service, No New Agreement",Other...
Chicago City,2244 N. Cleveland Avenue Apartments,2244 N. Cleveland Avenue,Chicago,IL,60614,56,Retail,,Apartment,No Contract,,,564J,No Sale,"Metzer, Joshua",10/22/2012,416106,Win Back,BJB provides free TV to all their properties through DirecTV and Internet through Supernova.,No Right To Service,Competitive Service Offering
Chicago City,2245 & 2253 N. Kedzie Apartments,2245 & 2253 N. Kedzie,Chicago,IL,60647,20,Bulk,Active,Apartment,Auto-Renewed,7/7/2016,7/7/2015,651A,Unassigned,,3/10/2014,75658,Renewal,"Santiago's address is 411 8th St, West Palm Beach, FL 33401",,
Chicago City,2246 W. North Avenue Apartments,2246 W. North Avenue,Chicago,IL,60647,3,Retail,Active,Apartment,>24,9/29/2026,9/29/2011,282F,Completed,"Butler, David",9/29/2011,407458,Renewal,,,
Chicago City,2250 N. Lincoln Avenue Apartments (Sabovic Management Portfolio),2250 N. Lincoln Avenue,Chicago,IL,60614,33,Retail,Active,Apartment,>24,7/31/2020,7/31/2015,767W,,,,16032,,,,
Chicago City,2251 W. Saint Paul Apartments,2251 W. Saint Paul Avenue,Chicago,IL,60647,25,Retail,Expired,Apartment,Expired,,,874M,,,,301401,,,,
Chicago City,2251-59 W ROSEMONT AVE,2251-59 W ROSEMONT AVE,CHICAGO,IL,60659,19,Retail,,Condominium,No Contract,,,728D,,,,186516,,,,
Chicago City,2254 W. Arthur Condominiums,2254-2258 W. Arthur Avenue,Chicago,IL,60645,20,Retail,Active,Condominium,>24,6/30/2022,6/30/2012,638D,No Sale,"Kung, Theresa",8/17/2012,214322,Renewal,see Jackson Park Supportive,"Service, No New Agreement",Other...
Chicago City,2255 S. Michigan Building,2255 S. Michigan,Chicago,IL,60616,13,Retail,Active,Apartment,Auto-Renewed,6/30/2016,6/30/2015,,No Sale,"Kung, Theresa",5/20/2013,9488,Renewal,,"Service, No New Agreement",Other...
Chicago City,2256 N. Cleveland Avenue Apartments,2256 N. Cleveland Avenue,Chicago,IL,60614,58,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,795S,Completed,"Perry, Kay'elen",6/28/2013,416167,Renewal,"Lakeview Associates, Inc. Portfolio",,
Chicago City,2269 - 2275 N. Lincoln Avenue Apartments (Kass Management Services Portfolio),2269 - 2275 N. Lincoln Avenue,Chicago,IL,60614,8,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409273,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,227 - 239 E. 51st Street Apartments (Paramount Apartments Portfolio),227 - 239 E. 51st Street,Chicago,IL,60615,18,Retail,Active,Apartment,>24,6/15/2020,6/15/2015,964H,,,,409737,,,,
Chicago City,227 - 245 W. North Avenue Apartments,227 - 245 W. North Avenue,Chicago,IL,60610,58,Retail,Active,Apartment,>24,9/29/2026,9/29/2011,170Y,Completed,"Butler, David",9/29/2011,407390,Renewal,,,
Chicago City,2272-2274 W. Leland Apartments,2272-2274 W. Leland,Chicago,IL,60625,6,Retail,Active,Apartment,>24,10/31/2022,10/31/2012,283E,Completed,"Butler, David",9/25/2012,419500,Renewal,ICM Properties Portfolio,,
Chicago City,227-237 E. Delaware Place,227-237 E. Delaware Place,Chicago,IL,60611,44,Not Serviced,,Cooperative,Not Serviced,,,,No Sale,"Metzer, Joshua",1/8/2014,11056,Win Back,Competitive bid for Win Back from RCN.,No Right To Service,Competitive Price
Chicago City,23 N GREEN ST,23 N GREEN ST,CHICAGO,IL,60607,23,Retail,,Apartment,No Contract,,,380D,,,,178364,,,,
Chicago City,230 E. Delaware Condominiums,230 E. Delaware Place,Chicago,IL,60611,15,Bulk,Active,Condominium,>24,4/1/2020,4/1/2013,612E,Completed,"Metzer, Joshua",3/26/2013,9893,Renewal,Contract submitted through MCAT.,,
Chicago City,230 E. Ontario Condominiums,230 E. Ontario Street,Chicago,IL,60611,134,Bulk,Active,Condominium,>12<=24,5/1/2017,5/1/2012,613E,Negotiating,"Cesario, James",7/21/2015,10997,Renewal,,,
Chicago City,2300 Commonwealth Condominiums,2300 Commonwealth Ave,Chicago,IL,60614,72,Retail,Active,Condominium,>24,9/16/2020,9/16/2005,515F,,,,199128,,,,
Chicago City,2300 W. Saint Paul Condominiums,2300 W. Saint Paul Avenue,Chicago,IL,60647,80,Retail,Active,Apartment,Auto-Renewed,10/24/2016,10/24/2011,983Q,Negotiating,"Herreweyers, Joe",7/6/2015,17546,Win Back,Currently bulk with Directv and internet through High Point,,
Chicago City,2301-09 E. 79th Street Condominiums,2301-09 E. 79th Street,Chicago,IL,60649,38,Retail,Active,Condominium,Auto-Renewed,10/16/2015,10/16/2014,,,,,72618,,,,
Chicago City,2305 W. Erie,2305 W. Erie,Chicago,IL,60600,30,Retail,Expired,Apartment,Expired,12/3/1998,11/3/1998,,,,,74324,,,,
Chicago City,2306-40 E 71ST ST,2306-40 E 71ST ST,CHICAGO,IL,60649,27,Retail,,Condominium,No Contract,,,775F,,,,296898,,,,
Chicago City,231 W. 75th Street Apartments (Henry McGarry Portfolio),231 W. 75th Street,Chicago,IL,60620,30,Retail,Active,Apartment,>24,4/17/2020,4/17/2015,957H,Unassigned,,1/23/2014,411672,Renewal,,,
Chicago City,2311 N. Greenview Avenue Apartments,2311 N. Greenview Avenue,Chicago,IL,60614,4,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,292E,Completed,"Butler, David",6/22/2012,416866,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2314 - 2320 W. Rosemont Avenue Apartments,2314 - 2320 W. Rosemont Avenue,Chicago,IL,60659,12,Retail,Expired,Apartment,Expired,,,875M,,,,341823,,,,
Chicago City,2315 N. Southport Avenue Apartments,2315 N. Southport Avenue,Chicago,IL,60614,8,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,553G,Completed,"Butler, David",6/22/2012,416867,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2317 & 2319 W. Harrison,2317 & 2319 W. Harrison,Chicago,IL,60612,8,Retail,Expired,Apartment,Expired,5/2/1998,4/2/1998,,,,,74376,,,,
Chicago City,2317 N. Halsted Street Apartments (Metropolitan Rental Corporation Portfolio),2317 N. Halsted Street,Chicago,IL,60614,6,Retail,Active,Apartment,>24,9/1/2020,9/1/2015,957Q,,,,409688,,,,
Chicago City,2318 N. Southport Avenue Apartments,2318 N. Southport Avenue,Chicago,IL,60614,6,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,595G,Completed,"Butler, David",6/22/2012,416868,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2319 N. Southport Avenue Apartments,2319 N. Southport Avenue,Chicago,IL,60614,4,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,799H,Completed,"Butler, David",6/22/2012,416869,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2319-2325 N. Kedzie Apartments,2319-2325 N. Kedzie Avenue,Chicago,IL,60647,21,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,808M,Completed,"Cesario, James",6/25/2013,220483,Renewal,,,
Chicago City,232 E. Walton Place,232 E. Walton Place,Chicago,IL,60611,20,Not Serviced,,Condominium,Not Serviced,,,,,,,11242,,,,
Chicago City,2320 N Nordica Ave Apts,2320 N Nordica Ave,Chicago,IL,60707,48,Retail,,Condominium,No Contract,,,498,Negotiating,"Perry, Kay'elen",7/1/2015,429526,Renewal,,,
Chicago City,2320 N. Southport Avenue Apartments,2320 N. Southport Avenue,Chicago,IL,60614,4,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,584G,Completed,"Butler, David",6/22/2012,416913,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2320 W ADAMS ST,2320 W ADAMS ST,CHICAGO,IL,60612,31,Retail,,Apartment,No Contract,,,928C,,,,218592,,,,
Chicago City,2320-24 W ARTHUR AVE / 6501-09 N CLAREMONT AVE,2320-24 W ARTHUR AVE / 6501-09 N CLAREMONT AVE,CHICAGO,IL,60645,18,Retail,,Condominium,No Contract,,,341D,,,,296080,,,,
Chicago City,2320-24 W TAYLOR ST,2320-24 W TAYLOR ST,CHICAGO,IL,60612,6,Not Serviced,,Apartment,Not Serviced,,,,,,,177634,,,,
Chicago City,2321 N. Southport Avenue Apartments,2321 N. Southport Avenue,Chicago,IL,60614,3,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,288E,Completed,"Butler, David",6/22/2012,416914,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2322 Commonwealth Apartments,2322 N. Commonwealth Avenue,Chicago,IL,60614,86,Retail,,Apartment,No Contract,,,719W,No Sale,"Hazelhorst, Jennifer",6/30/2015,416218,Renewal,,,Other...
Chicago City,2324 N. Southport Avenue Apartments,2324 N. Southport Avenue,Chicago,IL,60614,3,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,290E,Completed,"Butler, David",6/22/2012,416915,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2324-26 W GIDDINGS ST/4743-45 N LINCOLN AVE,2324-26 W GIDDINGS ST/4743-45 N LINCOLN AVE,CHICAGO,IL,60625,21,Retail,,Condominium,No Contract,,,519D,,,,364072,,,,
Chicago City,2325 W. Addison Apartments,2325 W. Addison,Chicago,IL,60618,10,Retail,Active,Apartment,>24,10/31/2022,10/31/2012,284E,Completed,"Butler, David",9/25/2012,419501,Renewal,ICM Properties Portfolio,,
Chicago City,2326 N. Southport Avenue Apartments,2326 N. Southport Avenue,Chicago,IL,60614,6,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,294E,Completed,"Butler, David",6/22/2012,416916,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2328 N. California Apartments,2328 N. California,Chicago,IL,60647,52,Not Serviced,,Apartment,Not Serviced,,,,,,,435057,,,,
Chicago City,2328 N. Greenview Avenue Apartments,2328 N. Greenview Avenue,Chicago,IL,60614,3,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,289E,Completed,"Butler, David",6/22/2012,416917,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,233 E. Walton Place Condominiums,233 E. Walton Place,Chicago,IL,60611,13,Bulk,Expired,Condominium,Expired,10/22/2011,10/22/2006,678E,Unassigned,,1/23/2014,10913,Renewal,,,
Chicago City,2330 W. Armitage,2330 W. Armitage A-J,Chicago,IL,60647,10,Retail,Expired,Apartment,Expired,3/10/2000,2/10/2000,902S,,,,74130,,,,
Chicago City,2330-2338 N. Spaulding Apartments,2330-2338 N. Spaulding Avenue,Chicago,IL,60647,45,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,226B,Completed,"Cesario, James",6/25/2013,220482,Renewal,,,
Chicago City,2333 W. Lunt Avenue Apartments,2333 W. Lunt Avenue,Chicago,IL,60645,17,Not Serviced,,Apartment,Not Serviced,,,,,,,16136,,,,
Chicago City,2333 W. Saint Paul Avenue Apartments,2333 W. Saint Paul Avenue,Chicago,IL,60647,82,Retail,,Apartment,No Contract,,,4883,Contact Made,"Herreweyers, Joe",7/6/2015,429551,Renewal,,,
Chicago City,2334 N. Greenview Avenue Apartments,2334 N. Greenview Avenue,Chicago,IL,60614,3,Retail,Active,Apartment,>24,6/29/2022,6/29/2012,159W,Completed,"Butler, David",6/22/2012,416918,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2335 N. Commonwealth Condominiums,2335 - 2341 N. Commonwealth Avenue (2335 N Commonwealth Avenue CSG Billing Address),Chicago,IL,60614,42,Bulk,Active,Condominium,>24,3/1/2019,3/1/2014,650H,Completed,"Metzer, Joshua",3/12/2014,72884,Renewal,Board is debating inclusion of internet in bulk package. Competitive bid against RCN.,,
Chicago City,2335 W. Belle Plaine Condominiums,2335 W. Belle Plaine Avenue,Chicago,IL,60618,92,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Cesario, James",3/6/2013,217138,Win Back,Building decided to stay with Directv as bulk provider since it's predominatly a senior building and they didn't want to learn a new system.,No Right To Service,Competitive Service Offering
Chicago City,2335-43 W. Ainslie,2335-43 W. Ainslie,Chicago,IL,60625,13,Retail,Expired,Apartment,Expired,12/19/1999,11/19/1999,228,,,,74235,,,,
Chicago City,2336 N. Southport Avenue Apartments,2336 N. Southport Avenue,Chicago,IL,60614,4,Retail,Active,Apartment,>24,6/29/2022,6/29/2012,197W,Completed,"Butler, David",6/22/2012,416919,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2336 North Commonwealth Condominiums,2336 N Commonwealth,Chicago,IL,60614,48,Not Serviced,,Condominium,Not Serviced,,,,Negotiating,"Metzer, Joshua",7/1/2015,422266,Win Back,win back bulk,,
Chicago City,2337 W. Ainsle St,2337 W. Ainsle St,Chicago,IL,60625,6,Retail,Expired,Apartment,Expired,10/18/1998,9/18/1998,228,,,,74338,,,,
Chicago City,2339 N. Geneva Terrace Apartments,2335-2345 N. Geneva Terrace,Chicago,IL,60614,98,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,375V,Completed,"Perry, Kay'elen",6/28/2013,416239,Renewal,"Lakeview Associates, Inc. Portfolio",,
Chicago City,234 - 240 W. 57th Street Apartments (Hyde Park Realty Portfolio),234 - 240 W. 57th Street,Chicago,IL,60621,12,Retail,Expired,Apartment,Expired,9/22/2010,9/22/2000,987G,,,,409046,,,,
Chicago City,234 E. 109th Street Apartments,234 E. 109th Street,Chicago,IL,60628,18,Retail,,Apartment,No Contract,,,,Contract Document Review,"Butler, David",6/19/2015,426964,Renewal,,,
Chicago City,234 N. Pine Apartments,224 - 234 N. Pine Avenue,Chicago,IL,60644,34,Retail,Active,Apartment,>24,12/20/2025,12/20/2010,933A,,,,393516,,,,
Chicago City,2340 N. Commonwealth Avenue Apartments,2340 N. Commonwealth Avenue,Chicago,IL,60614,42,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,793H,Completed,"Perry, Kay'elen",6/28/2013,420845,Renewal,"Lakeview Associates, Inc. Portfolio",,
Chicago City,2341 N. Janssen Apartments,2341 N. Janssen,Chicago,IL,60614,3,Retail,Active,Apartment,>24,10/31/2022,10/31/2012,361V,Completed,"Butler, David",9/25/2012,419509,Renewal,ICM Properties Portfolio,,
Chicago City,2342 - 2348 W. Touhy Avenue Apartments (Kass Management Services Portfolio),2342 - 2348 W. Touhy Avenue,Chicago,IL,60645,37,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409274,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,2344 N. Lincoln Park West Condominiums,2344 N. Lincoln Park West,Chicago,IL,60614,6,Retail,Active,Condominium,Auto-Renewed,4/25/2016,4/25/2011,920Q,,,,17444,,,,
Chicago City,2346 W. McLean Avenue Apartments,2346 W. McLean Avenue,Chicago,IL,60647,7,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,585G,Completed,"Butler, David",6/22/2012,416920,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2348-50 W ROSCOE ST,2348-50 W ROSCOE ST,CHICAGO,IL,60618,8,Not Serviced,,Condominium,Not Serviced,,,,,,,184714,,,,
Chicago City,2349 W. Jarvis Avenue Apartments,2349 - 2359 W. Jarvis Avenue,Chicago,IL,60645,50,Retail,,Apartment,No Contract,,,,No Sale,"Metzer, Joshua",12/9/2013,416144,Renewal,,"Service, No New Agreement",Contract Language
Chicago City,235 W. Van Buren Condominiums,235 W. Van Buren,Chicago,IL,60607,700,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Metsa, Lori",8/11/2015,392895,Win Back,"our build cost $681,378.57 - This 714 unit building will be built with a 14 nodes + 0 backbone from underground to building riser to provide bulk services for double play & performance internet as outlined by AE, and in unit security for installs. Th",No Right To Service,Contract Language
Chicago City,2352-58 W BLOOMINGDALE AVE,2352-58 W BLOOMINGDALE AVE,CHICAGO,IL,60647,18,Retail,,Apartment,No Contract,,,882D,,,,218593,,,,
Chicago City,2354 N. Elston Avenue Apartments,2354 N. Elston Avenue,Chicago,IL,60614,6,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,551G,Completed,"Butler, David",6/22/2012,416921,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,2356 N. Elston,2356 N. Elston,Chicago,IL,60614,19,Retail,Expired,Condominium,Expired,1/16/2000,12/16/1999,5080,,,,74234,,,,
Chicago City,2375 W. Montana Street Apartments,2375 W. Montana Street,Chicago,IL,60647,6,Retail,Active,Apartment,>24,7/1/2023,7/1/2013,871T,Completed,"Perry, Kay'elen",6/28/2013,420852,Renewal,"Lakeview Associates, Inc. Portfolio",,
Chicago City,2400 E. 95th Street Condominiums,2400 E. 95th St.,Chicago,IL,60617,78,Not Serviced,,Town Homes,Not Serviced,,,,,,,435060,,,,
Chicago City,2400 Lakeview Condominiums,2400 North Lakeview Avenue,Chicago,IL,60614,246,Bulk,Active,Condominium,>24,12/31/2019,12/31/2014,695A,Completed,"Metsa, Lori",9/24/2014,227810,Renewal,,,
